x;y;z;cluster;age;sex;nationality;height
-0.115257648318211;0.289555823437292;0.576959038317895;1;38;F;RO;159
-0.226069897739012;0.293898393621215;-0.022476434825562;1;17;F;DE;175
0.0606059327164007;0.0297344961039227;0.143344248237124;1;40;F;CH;162
0.0398616396572761;-0.37563056412847;0.317935105562907;1;32;F;HU;183
-0.21084222999711;0.592948181336414;0.353636479466478;1;18;F;HU;193
0.471058878661828;-0.305788860609088;0.521636131820426;1;45;F;RO;159
-0.258686774537904;0.692155402879212;0.513674588992517;1;20;F;BG;186
0.163138290767902;-0.313691172872308;0.055088005708;1;37;F;BG;198
0.353116622263169;0.493583746012204;-0.415043099676533;1;36;F;RO;198
0.393337839713377;0.167708252469966;0.445154810474561;1;42;F;DE;159
0.557207647156809;0.203911535203436;0.251203490083536;1;21;F;CH;168
0.947197254949114;0.296954186706846;-0.377133044807896;1;29;F;HU;166
-0.174992285144404;-0.429308748341009;0.170875316576045;1;40;F;HU;196
-0.185368186702946;-0.358918938646868;0.346539191569201;1;15;F;RO;155
0.0815678496011079;-0.234466643403801;-0.297335981568359;1;20;F;BG;166
0.61349711677144;0.416839637224202;-0.261027399733956;1;44;F;BG;154
-0.074898466537936;-0.258362098339935;0.270658507600912;1;28;F;RO;151
0.34946139454044;0.0388726310790015;0.395270859741912;1;22;M;DE;155
-0.340839970116701;0.134723547076015;-0.084277856033379;1;41;F;CH;178
0.0438737600312282;0.325720390940218;-0.365695836276345;1;18;F;HU;164
0.208890907344527;0.260661315501781;-0.426588669966234;1;36;M;HU;186
-0.36355109640394;0.0883706037380709;0.051940164574398;1;23;M;RO;163
-0.12185483043563;0.21496282483146;0.476199243782229;1;16;F;BG;173
-0.139413186457225;-0.33991651999013;0.287668711492011;1;22;F;BG;172
-0.0411505161977746;-0.452106804728505;0.140747031555587;1;45;F;RO;165
0.072074440332484;0.263315418963765;0.21752293374855;1;26;F;DE;178
-0.346053496316577;-0.167302989034442;0.407322864539046;1;44;M;CH;166
0.198753091963246;-0.200937969114958;-0.314004951984957;1;45;M;HU;174
-0.0307933586102381;0.203770951935933;0.485874442748481;1;28;M;HU;185
-0.486525299804819;-0.0020848674094692;-0.320046250025755;1;32;M;RO;194
0.158836741581712;-0.288305317330494;0.034291995713719;1;29;M;BG;186
-0.275980600432927;0.106598841767992;-0.16636868149801;1;18;M;BG;187
0.243917960286266;0.0414649901731309;0.393766865307043;1;15;F;RO;198
0.160650083863083;-0.295728937887917;0.207599791447922;1;20;M;DE;152
0.0937509800258862;0.260038930317302;-0.026511641739949;1;15;F;CH;186
0.0046942574574014;-0.0250246832644105;0.315402811044552;1;31;F;HU;185
-0.121539322203984;-0.275074137635965;-0.356242837113778;1;15;M;HU;199
-0.455151610884089;-0.0565693975372595;0.338244152856598;1;43;M;RO;164
-0.194117804784911;0.523261408400874;0.18481251229163;1;17;M;BG;175
-0.19719193687571;-0.0661458599795685;-0.067931498483953;1;43;M;BG;162
-0.714745360334693;-0.205700535546751;0.106445635858725;1;32;M;PL;185
0.0038912503418383;-0.0649526637906665;0.163580639446727;1;24;M;PL;175
0.0290234698320985;-0.155655585655269;-0.363046320128606;1;25;F;PL;191
-0.116415571628111;0.338732561272587;-0.338586369246655;1;17;M;PL;150
-0.478757051840594;-0.417533911411375;0.426572589581727;1;18;F;PL;164
0.13772256070863;0.525525351804625;-0.144914809086165;1;31;M;PL;191
-0.494965909746028;0.298342037486462;0.432086794026276;1;41;M;PL;165
-0.347737875795933;-0.0966459758583632;0.405269379222573;1;26;M;PL;197
-0.178109819305262;0.01133212963469;-0.049760425819828;1;20;F;PL;170
0.0328649935090958;0.170520556563603;0.433289532999942;1;41;F;PL;150
1.06640149601063;1.52749199142239;0.244379921550811;2;28;F;PL;158
0.776201277065509;0.82540325593273;-0.085422867800941;2;27;F;RO;167
1.0952628067213;1.09904469115932;-0.201692559306403;2;20;M;DE;168
1.41650441467878;0.556617561687165;-0.01635232320797;2;33;M;CH;185
1.03197025600544;0.508921314323409;0.004402776482473;2;40;F;HU;150
1.1804771607943;1.11890216939759;-0.013027046811998;2;18;M;HU;198
0.37120419439214;0.698378242313291;0.081085659158171;2;20;F;RO;196
0.0054265911369231;1.18768122216426;-0.176178248454481;1;19;F;BG;167
0.961776294591501;1.05017673675433;0.19758024288449;2;36;M;BG;200
1.01718389797224;0.745699949379925;0.541030162289031;2;21;M;RO;198
0.993901480829161;0.594812655813023;0.569446558234119;1;19;M;DE;170
1.30952821508517;1.00400058506746;-0.346648497214514;2;15;M;CH;159
1.39424734129721;1.30422170068283;0.387921146730027;2;41;M;HU;182
0.677652128213769;1.39708818517354;-0.30474699004528;2;30;F;HU;189
0.77101948188716;1.34910621174928;0.201866736646151;2;23;F;RO;168
1.31656968322692;1.1979073942442;0.038241930155071;2;21;M;BG;165
1.09109528670506;0.797579567485875;-0.004708457055997;2;25;M;BG;189
1.09755100473457;1.33902009299357;0.543216534100175;2;29;M;RO;181
1.03179782470096;1.27012192293703;0.237355347273783;2;17;M;DE;158
1.24002921370828;1.13816191915699;0.256244037321415;2;34;F;CH;154
0.609042245054507;1.60730405489487;0.081366734031061;2;41;M;HU;185
0.994999787105017;0.490945246609832;0.00406224392212;2;22;F;HU;191
1.09633164412194;0.50595223310435;0.321173874468057;2;36;M;RO;174
1.29467429843214;0.474928508760621;-0.125862681970475;2;32;F;BG;187
1.15885916740152;1.15599686169697;0.235245036131185;2;25;M;BG;193
0.883056434387649;0.923296243582995;0.454942612700116;2;43;F;RO;195
0.495625002903368;0.958932187134347;0.373732263211983;2;15;F;DE;179
0.53885421445832;1.04457855629802;-0.218013772415165;2;32;F;CH;171
0.777843329084442;1.11026726928157;-0.011025174974012;2;26;M;HU;179
0.85376206182077;0.349196919070833;0.228770862657049;2;32;F;HU;198
1.13505954380928;1.14816504826096;0.522967429810104;2;40;M;RO;180
0.580563063264908;0.614671459317926;0.510456189282664;2;32;M;BG;195
0.756336422351915;0.639356390314281;0.297893503166958;2;17;F;BG;168
1.25344818145174;1.24963718310242;-0.331605025035932;2;37;M;RO;159
0.989099409246504;0.509372444677413;-0.053850773236453;2;17;M;DE;175
0.695663029323686;1.29614372219628;-0.042125027698307;2;34;M;CH;195
0.955038144360446;0.729332757907763;-0.453261422751535;2;24;F;HU;191
1.13835344596424;1.16526852250092;0.02695495737009;2;41;M;HU;189
1.21061560290607;0.768324494702449;0.35922663462485;2;29;F;RO;170
0.806919207955974;0.733763514937758;0.028222166247739;2;29;F;BG;160
0.349101081785439;0.663499628444723;0.083893184742109;2;18;F;BG;184
1.24062350287933;0.585746039782436;-0.075920134216329;2;38;F;PL;152
1.11981390591385;1.00218027659671;-0.183571404955385;2;34;M;PL;200
0.527377026959762;1.19056764864496;0.13993166306171;1;28;F;PL;149
1.14663516486385;0.93473682104617;-0.069127372533745;2;30;M;PL;175
0.688044784768103;1.28151219057893;-0.147523344572694;2;16;F;PL;151
0.991590929818537;1.19573916901797;-0.186674365445375;2;21;F;PL;184
1.4272563916372;0.997390897095412;0.587357874000292;2;29;F;PL;160
1.1334135918535;1.07351424318246;0.078443107958933;1;25;M;PL;166
1.24372632508005;1.45898778939897;-0.441372294694309;2;17;M;PL;149
